;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08040-;RODO LIXA C/ PINO 70 X 20 X ;;P€;;;;;;0;;;;;;0;;0;;
;;;;;;;;G120;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08041-;RODO LIXA C/ PINO 80 X 20 X ;;P€;;;;;;0;;;;;;6;;0;;
;;;;;;;;G120;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08042-;RODO LIXA C/ PINO 80 X 20 X ;;P€;;;;;;0;;;;;;;;0;;
;;;;;;;;G220;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08769-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;3,17;;;;0;;0;;
;;;;;;;;G 120  BELTOOLS;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08770-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;3,08;;;;0;;0;;
;;;;;;;;G 80  BELTOOLS;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;08771-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;2,76;;;;0;;0;;
;;;;;;;;G 50  BELTOOLS;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;09695-;RODO LIXA C/ PINO  30 X 20 X ;;P€;;;;;;0;;4,66;;;;0;;0;;
;;;;;;;;G 60 WORKER;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;10303-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;6,67;;;;45;;300,15;;
;;;;;;;;G120;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;10551-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;5,84;;;;66;;385,44;;
;;;;;;;;G 50;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;11585-;RODO LIXA C/ PINO  50 X 20 X ;;P€;;;;;;0;;7,92;;;;0;;0;;
;;;;;;;;G 36 WORKER;;;;;;;;;;;;;;;;;;
